,title,point,link,Show,date,genre,streaming_site,summary
83,Downton Abbey,"5,352,900",https://flixpatrol.com//title/downton-abbey/,TV Show,09/26/2010,KingsandQueens,"['amazon', 'google', 'hbo', 'itunes', 'netflix']",A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.
84,Riverdale,"5,232,900",https://flixpatrol.com//title/riverdale/,TV Show,01/26/2017,Superhero,"['prime', 'itunes', 'netflix']","Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade."
85,Scandal,"4,871,900",https://flixpatrol.com//title/scandal-2012/,TV Show,04/05/2012,Drama,"['google', 'plus']","Everyone has secrets and Olivia Pope has dedicated her life to protecting and defending the public images of the elite by keeping those secrets under wraps. Pope and her team are at the top of their game when it comes to getting the job done for their clients, but it becomes apparent that these ""gladiators in suits,"" who specialize in fixing the lives of other people, have trouble fixing those closest at hand -- their own."
86,Schitt's Creek,"4,807,600",https://flixpatrol.com//title/schitts-creek/,TV Show,01/13/2015,Comedy,"['amazon', 'fandango', 'itunes', 'netflix']","Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke."
87,Saw,"4,765,100",https://flixpatrol.com//franchise/saw/,Franchise,2004 – 2020,Horror,[],"The extremely successful horror film series about a mysterious murderer who gives his victims macabre riddles they must solve to earn their freedom. After a surprise debut film success Saw would be made into a multimedia franchise, spawning 7 installments."
88,Gilmore Girls,"4,709,400",https://flixpatrol.com//title/gilmore-girls/,TV Show,10/05/2000,Drama,"['google', 'itunes', 'netflix']","Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of."
89,Forrest Gump,"4,604,300",https://flixpatrol.com//title/forrest-gump/,Movie,07/06/1994,Drama,"['amazon', 'prime', 'google', 'hbo', 'hulu', 'itunes', 'netflix']","A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability."
90,This Is Us,"4,581,300",https://flixpatrol.com//title/this-is-us/,TV Show,09/20/2016,Drama,"['amazon', 'prime', 'disney', 'fandango', 'google', 'hulu', 'itunes', 'netflix', 'plus']","Follows the lives and families of three adults living and growing up in the United States of America in present and past times. As their paths cross and their life stories intertwine in curious ways, we find that several of them share the same birthday - and so much more than anyone would expect."
91,The Day After Tomorrow,"4,134,100",https://flixpatrol.com//title/the-day-after-tomorrow/,Movie,05/24/2004,ScienceFiction,"['disney', 'google', 'hbo', 'itunes', 'netflix']","After years of unabated global warming, the greenhouse effect is wreaking havoc all over the globe in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and, most ominously, the beginning of the next Ice Age. Paleoclimatologist Jack Hall tries to save the world while also shepherding to safety his son Sam, who was in New York when the city was overwhelmed by the beginnings of the new big freeze."
92,The Blacklist,"4,123,100",https://flixpatrol.com//title/the-blacklist/,TV Show,09/23/2013,Crime,"['amazon', 'fandango', 'google', 'itunes', 'netflix']","Raymond Red Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this The Blacklist. Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler."
93,Chernobyl,"4,015,300",https://flixpatrol.com//title/chernobyl/,TV Show,05/06/2019,Drama,"['amazon', 'google', 'hbo', 'itunes']","A dramatization of the true story of one of the worst man-made catastrophes in history, the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster."
94,Outer Banks,"3,939,800",https://flixpatrol.com//title/outer-banks/,TV Show,04/15/2020,Drama,['netflix'],"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget."
95,Aladdin,"3,850,500",https://flixpatrol.com//franchise/aladdin/,Franchise,1992 – 2019,Animated,[],Movie series of Disneys Aladdin
96,House of Cards,"3,807,400",https://flixpatrol.com//title/house-of-cards-2013/,TV Show,02/01/2013,Drama,[],"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.   House of Cards is an adaptation of a previous BBC miniseries of the same name, which is based on the novel by Michael Dobbs."
97,The X-Files,"3,800,700",https://flixpatrol.com//title/the-x-files/,Franchise,1998 – 2008,1998–2008,[],"The X-Files (also known as The X-Files: Fight the Future) is a 1998 American science fiction thriller film directed by Rob Bowman. Chris Carter wrote the screenplay. The story is by Carter and Frank Spotnitz. It is the first feature film based on Carters television series The X-Files that revolves around fictional unsolved cases called the X-Files and the characters solving them. The X-Files has spawned one sequel, a 2008 film entitled The X-Files: I Want to Believe released six years after the series ended."
98,The X-Files,"256,900",https://flixpatrol.com//franchise/the-x-files/,Franchise,1998 – 2008,1998–2008,[],"The X-Files (also known as The X-Files: Fight the Future) is a 1998 American science fiction thriller film directed by Rob Bowman. Chris Carter wrote the screenplay. The story is by Carter and Frank Spotnitz. It is the first feature film based on Carters television series The X-Files that revolves around fictional unsolved cases called the X-Files and the characters solving them. The X-Files has spawned one sequel, a 2008 film entitled The X-Files: I Want to Believe released six years after the series ended."
